InstanceID	N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
1304	3.2324114570798326	16.32885526980717	3.9226432231471757	17.641358722573422	13.182038952559115	6537.327411322726	10.138994919674317	12.520690945285182	15.02871048606514	17.1722253227433	538.977728046762	7.518183008717181	25.758046840750676	149.3461364
715	14.545013842194335	39.556422058536526	6.941923386378575	199.1670188791384	42.63397603502578	6574.5404185636935	13.608712267491116	44.58567240458131	39.990034437673174	53.64744035775409	226.04649126590863	9.979457454059538	75.29817683123962	127.6287115
1320	33.07642134770039	53.72993701056361	31.848561935287044	130.6677642118967	18.83310212385381	6817.707052764839	20.704391008050514	34.891794539093766	33.955760589601695	78.91403976020007	695.8164674455908	25.314663536049192	137.52227869058908	23.41496193
298	18.741223763438498	51.220701230576395	15.400268551032791	71.11524757233768	37.41205785237136	6633.588512266355	15.354511180810809	35.34937331422691	35.061871387797424	52.7984632278872	364.8266148597853	17.423545600751773	106.3417090909836	112.6810334
381	36.58884974956635	45.02391829423574	37.31173252680507	308.45762967317165	31.984118982807242	7329.924068174175	26.336380396969073	97.55652786041405	56.23906180087997	93.41196569983948	897.0907078145593	29.998442773995556	194.95440090624393	26.63661475
1107	3.4952894939694854	37.748638690807006	1.1343184300956333	90.3782266817357	21.91368917133624	5949.4300317902935	1.7370146231956731	12.102100834658975	30.080919466390874	22.98536758198482	136.20100332716092	6.5717114432593755	41.7215670322835	154.9569583
1268	20.245848165754477	49.511672937591456	17.36144694706816	205.46725872380316	20.164023100075354	6329.6490935287275	17.819795292811946	53.32088496276858	44.273879528049115	59.81911644462549	289.41336456170666	20.072461850958767	81.6134876309638	103.9571985
1125	22.05019102915293	36.57124814628431	20.651536600394053	246.43401093784993	50.648995005821334	6117.285173720279	18.744992354061203	68.73194333918428	47.3742809591901	62.10742954604274	626.8091073347118	21.832522854405543	143.41701420294484	100.2621156
419	29.798802765898458	41.62291522780193	27.158554161410436	251.11786669754588	39.68805806115834	5991.378740057593	24.70355565036278	70.29145664893908	47.54242059770504	107.60775753821638	354.9977129422978	28.337234453795492	81.50472579111886	80.49311449
749	33.03372656211633	44.224230751205845	28.214407978355883	203.07971653151864	41.76001161462507	5110.5250125123375	24.343509833628694	60.56447632877324	45.32156891196378	111.49119783592684	292.73193035175575	30.017407946354865	81.4841386153425	75.49488944
184	1.0496056819136788	38.78634000455039	2.6381822963246266	39.29330172155354	11.229615424447516	6322.693415613432	0.5697555903108359	4.132809830536914	7.677624153023967	4.848030245650383	540.7627472182	4.8542609284180305	18.341152501779245	161.1323219
1345	34.79540687425822	48.97777168688762	36.4966266726513	289.115094328707	29.39853619150372	7065.893099532493	24.10429720770728	95.08062243179356	51.32115629575385	85.73935131542306	874.3261559772201	30.498191556114378	177.09987687740562	25.25423125
