Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete	AccuracyComp	CoverDiff	IndFitness	Fitness	GlobalFitness	TotalFreq
[5]	[[228.7368509755, 529.7991199657499]]	[88.062667272465, 161.76309435169]	0.8756376596479176	0.7264153664259905	2	530.5015693109141	49989	32818	0.07692307692307693	1097.0674040966064	7806	9538	681	832	1	0.859030012198136	303.272	0.8756376596479176	0.8756376596479176	0.7667413109936824	1
[5]	[[269.66186273425, 544.03069681135]]	[107.72387625458998, 188.165376819805]	0.8806558689132404	0.6879682124839892	4	524.8164021270503	49965	32885	0.07692307692307693	2158.6025132940645	6083	8069	533	707	1	0.8707690665816774	281.77933333333334	0.8806558689132404	0.8806558689132404	0.7755547594513346	1
[5]	[[0.18603377285000988, 246.8729271491]]	[-39.608660513525, 89.99896029652]	0.9805686882263802	0.8723197688390605	1	494.2593718762914	49997	32925	0.07692307692307693	494.2593718762914	8188	8188	720	720	1	0.9619909110972016	339.36	0.9805686882263802	0.9805686882263802	0.9615149523300041	1
[5]	[[-49.724426777000005, 246.8729271491]]	[-39.608660513525, 85.84712308739]	0.9840523286528284	0.8724924866379895	2	494.2593718762914	49997	32966	0.07692307692307693	988.5187437525828	8172	8172	720	720	1	0.9650244783484544	355.2	0.9840523286528284	0.9840523286528284	0.9683589855270542	1
[5]	[[239.20204698865, 540.4210815333]]	[76.73375524203001, 188.165376819805]	0.9761995107327516	0.8682790273000311	2	528.8432465448789	49989	33094	0.07692307692307693	1091.8851454527462	8992	8992	798	798	1	0.9563337786439077	359.632	0.9761995107327516	0.9761995107327516	0.9529654847548635	1
[5]	[[228.7368509755, 529.7991199657499]]	[66.567062980195, 193.257009913525]	0.9483237318986623	0.8619586744978702	2	530.5015693109141	49989	33241	0.07692307692307693	1097.0674040966064	9298	9298	832	832	1	0.9341319874236204	318.9333333333333	0.9483237318986623	0.9483237318986623	0.8993179004822058	1
[5]	[[0.18603377285000988, 230.2632209491]]	[16.562440989905, 83.41732827169]	0.8809232308448666	0.7073390686066228	1	486.4425313923551	49997	33294	0.07692307692307693	486.4425313923551	5878	7528	528	676	1	0.8732206064531917	263.90933333333334	0.8809232308448666	0.8809232308448666	0.7760257386421581	1
[5]	[[350.51439939215, 544.03069681135]]	[84.98453868647499, 197.691229766665]	0.9800919787087363	0.8922887731415567	1	501.3456101752044	49965	33441	0.07692307692307693	504.1820127190055	4939	4939	448	448	1	0.9742960217073691	224.29866666666666	0.9800919787087363	0.9800919787087363	0.960580286729206	1
[5]	[[228.7368509755, 529.7991199657499]]	[88.062667272465, 188.165376819805]	0.908364581837999	0.7664556983508533	2	530.5015693109141	49989	33491	0.07692307692307693	1097.0674040966064	7970	9158	724	832	1	0.8909374069543444	322.42133333333334	0.908364581837999	0.908364581837999	0.8251262135377226	1
[5]	[[-49.724426777000005, 245.04839182715]]	[-25.369426306519998, 68.66381071352501]	0.9186836603989568	0.7420762094166224	1	494.2593718762914	49997	33802	0.07692307692307693	494.2593718762914	6434	7756	596	718	1	0.903779230471872	310.7146666666667	0.9186836603989568	0.9186836603989568	0.8439796678840258	1
[5]	[[-31.69200072435001, 210.6032391331]]	[-47.366909300669995, 85.84712308739]	0.9797982307825358	0.8854660269809065	1	485.9605685397498	49997	33912	0.07692307692307693	485.9605685397498	6575	6575	613	613	1	0.9708795264049958	302.4133333333333	0.9797982307825358	0.9797982307825358	0.9600045730445873	1
[5]	[[-49.724426777000005, 246.8729271491]]	[-30.248505873960006, 66.86961904367]	0.9017806084890505	0.7213335306574415	2	494.2593718762914	49997	33912	0.07692307692307693	988.5187437525828	6213	7722	579	720	1	0.889538556532859	301.08	0.9017806084890505	0.9017806084890505	0.8132082658468822	1
[5]	[[228.7368509755, 529.7991199657499]]	[66.567062980195, 189.215577593235]	0.9485206358991303	0.862197808756246	1	530.5015693109141	49989	33937	0.07692307692307693	548.5337020483032	8911	8911	832	832	1	0.9343697065149454	318.9333333333333	0.9485206358991303	0.9485206358991303	0.8996913967264905	1
[5]	[[228.7368509755, 494.53545686575]]	[88.062667272465, 195.568783466665]	0.9078921623236486	0.7662111564468161	1	530.5015693109151	49989	34005	0.07692307692307693	548.5337020483048	7561	8707	709	817	1	0.8906648232809886	314.6613333333333	0.9078921623236486	0.9078921623236486	0.8242681784087103	1
[5]	[[-49.724426777000005, 294.47119538239997]]	[-29.93362321652, 91.25908233082001]	0.9202673185805994	0.7983941528578136	1	520.866755503554	49997	34012	0.07692307692307693	520.866755503554	8561	9222	803	865	1	0.9006747107240038	339.93666666666667	0.9202673185805994	0.9202673185805994	0.8468919376475265	1
[5]	[[-49.724426777000005, 266.19930317275]]	[-47.366909300669995, 66.86961904367]	0.8315977078769783	0.66242566589873	1	503.4833854205559	49997	34087	0.07692307692307693	503.4833854205559	6146	8317	579	784	1	0.8204599717269193	276.376	0.8315977078769783	0.8315977078769783	0.6915547477462441	1
[5]	[[176.56010229215002, 497.78226062365]]	[88.062667272465, 188.165376819805]	0.6486213432606946	0.6352392224068422	1	527.5231419903265	49989	34102	0.07692307692307693	543.8799093598852	7590	10526	716	994	1	0.6360265596817107	236.22933333333333	0.6486213432606946	0.6486213432606946	0.42070964693330787	1
[5]	[[134.15762340795, 529.7991199657499]]	[76.73375524203001, 193.257009913525]	0.5161989072617831	0.6335611024837493	1	524.5343366008236	49989	34127	0.07692307692307693	539.209900938787	8726	11881	824	1124	1	0.44188135709861875	206.54933333333338	0.5161989072617831	0.5161989072617831	0.26646131185825894	1
[5]	[[302.89181237635, 540.4210815333]]	[82.755837233335, 173.014913927535]	0.981237900860088	0.8916682158144474	1	506.81960765093186	49965	34165	0.07692307692307693	511.53063695458104	6415	6415	607	607	1	0.9726490103715046	294.1926666666667	0.981237900860088	0.981237900860088	0.9628278180843118	1
[5]	[[17.85703081759999, 210.6032391331]]	[4.641105349180002, 85.84712308739]	0.9857605875183755	0.8963712003262323	1	486.6480875023596	49997	34169	0.07692307692307693	486.6480875023596	5851	5851	555	555	1	0.9773703896741768	289.71000000000004	0.9857605875183755	0.9857605875183755	0.9717239359045728	1
[5]	[[-31.531384385400003, 245.04839182715]]	[-4.102314547390009, 85.84712308739]	0.9841682036548016	0.8727833472306263	2	494.2593718762914	49997	34354	0.07692307692307693	988.5187437525828	7486	7486	718	718	1	0.9651639557297793	354.2133333333333	0.9841682036548016	0.9841682036548016	0.968587053085119	1
[5]	[[79.86734377900001, 271.0976857631]]	[23.290987279759996, 129.89772818024]	0.9519900273623525	0.8798702163496788	1	522.4279982622763	49997	34407	0.07692307692307693	522.4279982622763	5741	5741	553	553	1	0.9464128481490731	204.24133333333333	0.9519900273623525	0.9519900273623525	0.9062850121973727	1
[5]	[[228.7368509755, 544.03069681135]]	[73.166640899035, 188.165376819805]	0.9654095905465313	0.8630825792180425	2	530.5015693109141	49989	34427	0.07692307692307693	1097.0674040966064	8650	8650	832	832	1	0.9466760553895552	351.10400000000004	0.9654095905465313	0.9654095905465313	0.9320156775192212	1
[5]	[[-31.531384385400003, 210.6032391331]]	[-25.369426306519998, 85.84712308739]	0.9796651021107988	0.8851512033990484	2	485.9605685397498	49997	34540	0.07692307692307693	971.9211370794995	6309	6309	613	613	1	0.9707459834111966	302.4133333333333	0.9796651021107988	0.9796651021107988	0.9597437122937619	1
[5]	[[17.85703081759999, 266.19930317275]]	[-39.608660513525, 89.99896029652]	0.9804237634826137	0.871887874987707	1	503.94630823782006	49997	34540	0.07692307692307693	503.94630823782006	7476	7476	726	726	1	0.9617601186168865	342.18800000000005	0.9804237634826137	0.9804237634826137	0.9612307560014121	1
[5]	[[-49.724426777000005, 383.26749673065]]	[31.385932862175004, 129.89772818024]	0.4661881705921207	0.6431633132858678	2	515.2395411796944	49997	34569	0.07692307692307693	1033.5988529492358	8736	11712	850	1138	1	0.3758505157975505	192.9946666666666	0.4661881705921207	0.4661881705921207	0.21733141040002824	1
[5]	[[250.32510564039998, 540.4210815333]]	[66.567062980195, 188.165376819805]	0.9497226467483149	0.8692247691653318	3	528.3989102274966	49989	34670	0.07692307692307693	1635.7448916913904	7824	7824	766	766	1	0.9410578103692547	293.6333333333333	0.9497226467483149	0.9497226467483149	0.9019731057466245	1
[5]	[[176.56010229215002, 543.10177942715]]	[66.567062980195, 188.165376819805]	0.8292162170815361	0.7834798624549058	2	527.5231419903265	49989	34750	0.07692307692307693	1087.7598187197705	9405	10185	925	1002	1	0.8069159763358362	307.1	0.8292162170815361	0.8292162170815361	0.6875995346710133	1
[5]	[[0.18603377285000988, 294.47119538239997]]	[-13.062595724540003, 85.84712308739]	0.8877220276658359	0.7610346580060717	1	520.866755503554	49997	34821	0.07692307692307693	520.866755503554	7691	8756	760	865	1	0.8705240660257774	321.7333333333333	0.8877220276658359	0.8877220276658359	0.7880503984031431	1
[5]	[[-49.724426777000005, 294.47119538239997]]	[5.119478466474995, 66.86961904367]	0.6688014075077936	0.5540292947622041	3	520.866755503554	49997	34968	0.07692307692307693	1562.600266510662	5314	8672	530	865	1	0.6591626463567256	224.36666666666667	0.6688014075077936	0.6688014075077936	0.4472953226844058	1
[5]	[[0.18603377285000988, 230.2632209491]]	[-35.610984730095, 83.41732827169]	0.9888033396842629	0.8792602696495675	1	486.4425313923551	49997	35038	0.07692307692307693	486.4425313923551	6742	6742	676	676	1	0.9699777156379897	345.21066666666667	0.9888033396842629	0.9888033396842629	0.9777320445707518	1
[5]	[[-31.69200072435001, 271.0976857631]]	[-25.369426306519998, 98.15706513024]	0.9640010549208625	0.8613138032008135	1	503.58155152337065	49997	35038	0.07692307692307693	503.58155152337065	7930	7930	795	795	1	0.9456476792531373	336.55	0.9640010549208625	0.9640010549208625	0.9292980338885358	1
[5]	[[269.66186273425, 540.4210815333]]	[72.39531396232, 200.12912442367]	0.9655904962852894	0.8777944319684284	1	524.8164021270503	49989	35041	0.07692307692307693	539.6506283235161	7052	7052	707	707	1	0.9568255291412003	297.4113333333333	0.9655904962852894	0.9655904962852894	0.9323650065164715	1
[5]	[[-49.724426777000005, 326.5271791368]]	[-4.102314547390009, 106.34379755782501]	0.8955370951998894	0.8168548985963084	2	521.1734685205325	49997	35209	0.07692307692307693	1042.346937041065	9389	9615	952	975	1	0.8588594559144699	333.19999999999993	0.8955370951998894	0.8955370951998894	0.8019866888790559	1
[5]	[[228.7368509755, 529.7991199657499]]	[88.062667272465, 173.014913927535]	0.9083568944347272	0.7664488656884794	4	530.5015693109141	49989	35233	0.07692307692307693	2194.134808193213	7125	8188	724	832	1	0.8909297984734496	322.42133333333334	0.9083568944347272	0.9083568944347272	0.8251122476671022	1
[5]	[[-49.724426777000005, 210.6032391331]]	[-3.2625912848299983, 67.77886389425001]	0.9897585660046905	0.8587892214782461	1	485.9605685397498	49997	35292	0.07692307692307693	485.9605685397498	5767	6012	588	613	1	0.9708604851045605	347.70399999999995	0.9897585660046905	0.9897585660046905	0.9796220189796613	1
[5]	[[0.18603377285000988, 245.04839182715]]	[23.290987279759996, 60.22953864454]	0.5553204005921206	0.3960561590869488	1	494.2593718762914	49997	35454	0.07692307692307693	494.2593718762914	2934	6962	302	718	1	0.5511702404624946	157.44266666666667	0.5553204005921206	0.5553204005921206	0.30838074731379334	1
[5]	[[5.145758948099996, 246.8729271491]]	[4.812231413334999, 85.84712308739]	0.9725371955408246	0.8429955435999793	1	494.26481986341423	49997	35535	0.07692307692307693	494.26481986341423	6519	6810	676	706	1	0.954034555739237	339.00266666666664	0.9725371955408246	0.9725371955408246	0.9458285967104122	1
[5]	[[-31.69200072435001, 266.19930317275]]	[-15.507652434249998, 98.15706513024]	0.9648299543307006	0.8626937238863235	1	503.4833854205559	49997	35582	0.07692307692307693	503.4833854205559	7536	7536	784	784	1	0.9467094663987066	331.8933333333333	0.9648299543307006	0.9648299543307006	0.9308968407737819	1
[5]	[[-31.69200072435001, 230.2632209491]]	[-25.369426306519998, 67.77886389425001]	0.9493562716231898	0.7787702875857804	2	486.4425313923551	49997	35600	0.07692307692307693	972.8850627847102	5650	6488	588	676	1	0.9326858487667062	323.008	0.9493562716231898	0.9493562716231898	0.9012773304702837	1
[5]	[[195.95593572375, 529.7991199657499]]	[107.72387625458998, 193.257009913525]	0.586198115721269	0.5213560710446516	1	530.1918630053997	49965	35680	0.07692307692307693	548.0497859459371	5092	8907	533	933	1	0.5752023617084726	201.474	0.586198115721269	0.586198115721269	0.3436282308751663	1
[5]	[[-49.724426777000005, 379.69880262099997]]	[-8.449675770240006, 103.19452237753501]	0.550291601630426	0.6845805943610593	1	517.359431601385	49997	35720	0.07692307692307693	519.4492895017313	8720	10729	917	1128	1	0.4450812907360452	227.41600000000005	0.550291601630426	0.550291601630426	0.30282084682497945	1
[5]	[[-37.11786560819999, 245.04839182715]]	[-4.102314547390009, 85.84712308739]	0.984150604432892	0.8727469786533754	1	494.2593718762914	49997	35815	0.07692307692307693	494.2593718762914	6783	6783	718	718	1	0.9651465371894827	354.2133333333333	0.984150604432892	0.984150604432892	0.9685524122056267	1
[5]	[[-31.69200072435001, 294.47119538239997]]	[-35.610984730095, 98.15706513024]	0.981894442774928	0.8503130282331899	1	520.866755503554	49997	35971	0.07692307692307693	520.866755503554	8085	8085	865	865	1	0.9365817811331889	366.18333333333334	0.981894442774928	0.981894442774928	0.9641166967522863	1
[5]	[[0.18603377285000988, 337.6772535824]]	[88.062667272465, 113.39194969352499]	0.19351518613841906	0.2235869694841287	1	521.1734685207341	49989	35979	0.07692307692307693	521.1734685207341	2191	9435	234	1010	1	0.1877610961624361	71.72666666666666	0.19351518613841906	0.19351518613841906	0.03744812726618697	1
[5]	[[195.95593572375, 497.78226062365]]	[66.567062980195, 188.165376819805]	0.9362218651303101	0.8425746417878153	2	530.1918630053997	49989	35979	0.07692307692307693	1096.0995718918741	8579	8653	917	925	1	0.9124209346923522	346.58333333333326	0.9362218651303101	0.9362218651303101	0.8765113807480767	1
[5]	[[250.32510564039998, 544.03069681135]]	[105.12826324830999, 188.165376819805]	0.8430212091136081	0.6646349087014486	2	528.3989102274966	49965	36000	0.07692307692307693	1090.4965944609269	5240	7152	561	766	1	0.8324045115772842	274.516	0.8430212091136081	0.8430212091136081	0.7106847590153698	1
[5]	[[269.66186273425, 543.10177942715]]	[84.98453868647499, 188.165376819805]	0.9895335403268126	0.8828112059130132	1	524.8164021270503	49989	36042	0.07692307692307693	539.6506283235161	6581	6581	707	707	1	0.9704802901580429	353.97133333333335	0.9895335403268126	0.9895335403268126	0.9791766274317157	1
[5]	[[-49.724426777000005, 271.0976857631]]	[-36.40566120366999, 75.992947150095]	0.8966005778472843	0.7384414314355923	1	503.58155152337065	49997	36151	0.07692307692307693	503.58155152337065	6154	7346	666	795	1	0.8795304051792546	313.02	0.8966005778472843	0.8966005778472843	0.8038925961960841	1
[5]	[[176.56010229215002, 540.4210815333]]	[88.062667272465, 188.165376819805]	0.65264427575323	0.6363880282251868	3	527.5231419903265	49989	36220	0.07692307692307693	1631.6397280796557	6659	9203	724	1002	1	0.6394258611696785	240.368	0.65264427575323	0.65264427575323	0.42594455067345816	1
[5]	[[-31.531384385400003, 246.8729271491]]	[-29.93362321652, 66.86961904367]	0.9016550537323402	0.7211977137366967	2	494.2593718762914	49997	36321	0.07692307692307693	988.5187437525828	5279	6566	579	720	1	0.8894097110990851	301.08	0.9016550537323402	0.9016550537323402	0.8129818359210693	1
[5]	[[176.56010229215002, 529.7991199657499]]	[66.567062980195, 188.165376819805]	0.829184567461201	0.7834215425608518	4	527.5231419903265	49989	36394	0.07692307692307693	2175.519637439541	8394	9092	925	1002	1	0.8067747603163076	307.1	0.829184567461201	0.829184567461201	0.6875470469158189	1
[5]	[[250.32510564039998, 497.78226062365]]	[80.633390933335, 188.165376819805]	0.982568995582987	0.8749984009300591	1	528.3989102274973	49989	36781	0.07692307692307693	545.2482972304645	6680	6680	758	758	1	0.9634916466161052	357.77599999999995	0.982568995582987	0.982568995582987	0.96544183108096	1
[5]	[[-49.724426777000005, 246.8729271491]]	[-4.102314547390009, 85.84712308739]	0.9840708706481841	0.8725307097980828	3	494.2593718762914	49997	36792	0.07692307692307693	1482.7781156288743	6343	6343	720	720	1	0.9650428299832563	355.2	0.9840708706481841	0.9840708706481841	0.9683954784582751	1
[5]	[[-31.531384385400003, 271.0976857631]]	[-39.608660513525, 91.25908233082001]	0.993521194569698	0.8611887371241493	1	503.58155152337065	49997	36821	0.07692307692307693	503.58155152337065	6990	6990	795	795	1	0.9545117781541456	369.41	0.993521194569698	0.993521194569698	0.9870843640591997	1
[5]	[[250.32510564039998, 494.53545686575]]	[88.062667272465, 189.215577593235]	0.9661887000270737	0.8335787379862902	1	528.3989102275079	49989	36930	0.07692307692307693	545.2482972304812	6180	6544	709	751	1	0.9475624154975868	346.51733333333334	0.9661887000270737	0.9661887000270737	0.9335206040600066	1
[5]	[[176.56010229215002, 530.1678005596]]	[88.062667272465, 195.568783466665]	0.6524114397604291	0.6362830532230239	1	527.5231419903265	49989	36930	0.07692307692307693	543.8799093598852	6312	8725	724	1002	1	0.639116227129501	240.368	0.6524114397604291	0.6524114397604291	0.42564068673027605	1
[5]	[[-31.69200072435001, 246.8729271491]]	[-15.507652434249998, 75.992947150095]	0.962717079199486	0.815310220028308	1	494.2593718762914	49997	36945	0.07692307692307693	494.2593718762914	5797	6263	666	720	1	0.9441313943086443	346.32	0.962717079199486	0.962717079199486	0.9268241745823894	1
[5]	[[239.20204698865, 540.4210815333]]	[82.755837233335, 193.257009913525]	0.9763255848083315	0.8452956917689007	2	528.8432465448789	49989	36981	0.07692307692307693	1091.8851454527462	6710	6929	773	798	1	0.9483538346705317	361.764	0.9763255848083315	0.9763255848083315	0.9532116475513306	1
[5]	[[-49.724426777000005, 166.01390431714998]]	[-29.93362321652, 68.66381071352501]	0.9929743245833738	0.9094303985858393	1	484.9714928145421	49997	37008	0.07692307692307693	484.9714928145421	4136	4136	476	476	1	0.9850188670802902	286.8693333333333	0.9929743245833738	0.9929743245833738	0.9859980092818073	1
[5]	[[269.66186273425, 529.7991199657499]]	[66.567062980195, 185.211401814975]	0.9518552968671614	0.8732341214805922	3	524.8164021270503	49989	37050	0.07692307692307693	1618.9518849705482	6106	6106	707	707	1	0.9446266681704264	271.01666666666665	0.9518552968671614	0.9518552968671614	0.9060285061740719	1
[5]	[[360.74375721495, 540.4210815333]]	[88.062667272465, 193.257009913525]	0.9821687884370254	0.894485741863182	1	500.60471070518395	49965	37050	0.07692307692307693	503.25588838147996	3627	3627	419	419	1	0.9763914704767773	216.76266666666666	0.9821687884370254	0.9821687884370254	0.9646555289798543	1
[5]	[[228.7368509755, 529.7991199657499]]	[80.633390933335, 179.42117262367]	0.9536151263457089	0.8278721252987576	2	530.5015693109141	49989	37075	0.07692307692307693	1097.0674040966064	6830	7171	792	832	1	0.9323695764249109	352.70399999999995	0.9536151263457089	0.9536151263457089	0.9093818091953423	1
[5]	[[228.7368509755, 529.7991199657499]]	[73.166640899035, 189.215577593235]	0.9654922984363905	0.8631894521532009	1	530.5015693109141	49989	37075	0.07692307692307693	548.5337020483032	7171	7171	832	832	1	0.9467579141626165	351.10400000000004	0.9654922984363905	0.9654922984363905	0.9321753783399841	1
[5]	[[228.7368509755, 540.4210815333]]	[84.98453868647499, 188.165376819805]	0.9251885180378999	0.7891855383041042	2	530.5015693109141	49989	37325	0.07692307692307693	1097.0674040966064	6334	7037	749	832	1	0.9073088733549752	333.55466666666666	0.9251885180378999	0.9251885180378999	0.8559737939091655	1
[5]	[[0.18603377285000988, 245.04839182715]]	[-3.2625912848299983, 85.84712308739]	0.9841673316829207	0.8727815450107814	1	494.2593718762914	49997	37326	0.07692307692307693	494.2593718762914	6060	6060	718	718	1	0.965163092709958	354.2133333333333	0.9841673316829207	0.9841673316829207	0.9685853367518801	1
[5]	[[250.32510564039998, 540.4210815333]]	[76.14589237633001, 188.165376819805]	0.9765786173373409	0.8727255203747419	1	528.3989102274966	49989	37352	0.07692307692307693	545.2482972304634	6462	6462	766	766	1	0.9579939816868669	340.61466666666666	0.9765786173373409	0.9765786173373409	0.9537057958405124	1
[5]	[[269.66186273425, 540.4210815333]]	[60.765390372465, 197.691229766665]	0.9312109625996884	0.8680245419912981	2	524.8164021270503	49989	37376	0.07692307692307693	1079.3012566470322	5953	5953	707	707	1	0.9255824555922133	244.62199999999996	0.9312109625996884	0.9312109625996884	0.8671538568658382	1
[5]	[[304.92552583425, 529.7991199657499]]	[66.567062980195, 185.211401814975]	0.9497997912966588	0.872670830840028	1	506.4676054250207	49965	37376	0.07692307692307693	510.9806334765948	5045	5045	599	599	1	0.9441356903123971	229.61666666666667	0.9497997912966588	0.9497997912966588	0.9021196435471767	1
[5]	[[195.95593572375, 497.78226062365]]	[60.765390372465, 188.165376819805]	0.9165949609238917	0.8488922366906673	2	530.1918630053997	49989	37399	0.07692307692307693	1096.0995718918741	7774	7774	925	925	1	0.8991428737951401	320.04999999999995	0.9165949609238917	0.9165949609238917	0.8401463223910706	1
[5]	[[0.18603377285000988, 266.19930317275]]	[-30.248505873960006, 89.99896029652]	0.9943708239010648	0.862852900148231	1	503.4833854205559	49997	37428	0.07692307692307693	503.4833854205559	6561	6561	784	784	1	0.9566951239366369	369.5253333333334	0.9943708239010648	0.9943708239010648	0.9887733354256825	1
[5]	[[239.20204698865, 544.03069681135]]	[88.062667272465, 173.014913927535]	0.940804725257117	0.799102457745035	4	528.8432465448789	49989	37563	0.07692307692307693	2183.7702909054924	6008	6622	724	798	1	0.9226321537684603	338.832	0.940804725257117	0.940804725257117	0.8851135310661195	1
[5]	[[-49.724426777000005, 271.0976857631]]	[-4.102314547390009, 66.86961904367]	0.8177535431035519	0.653087335381786	1	503.58155152337065	49997	37649	0.07692307692307693	503.58155152337065	4773	6552	579	795	1	0.8067589202800395	272.13	0.8177535431035519	0.8177535431035519	0.6687208572584127	1
[5]	[[195.95593572375, 494.53545686575]]	[82.755837233335, 173.014913927535]	0.8151870449470184	0.7225102880771219	1	530.1918630053998	49989	37734	0.07692307692307693	548.0497859459372	6203	7509	758	918	1	0.7996586697080424	284.92400000000004	0.8151870449470184	0.8151870449470184	0.6645299182494523	1
[5]	[[-49.724426777000005, 266.19930317275]]	[-35.610984730095, 89.99896029652]	0.9944135708599318	0.8631080061159123	3	503.4833854205559	49997	37743	0.07692307692307693	1510.4501562616679	6403	6403	784	784	1	0.9568445234868302	369.5253333333334	0.9944135708599318	0.9944135708599318	0.9888583499104006	1
[5]	[[-49.724426777000005, 246.8729271491]]	[-25.369426306519998, 66.86961904367]	0.9016383867282567	0.7211796943688427	3	494.2593718762914	49997	37758	0.07692307692307693	1482.7781156288743	4724	5874	579	720	1	0.8893926072678395	301.08	0.9016383867282567	0.9016383867282567	0.8129517804219334	1
[5]	[[269.66186273425, 497.78226062365]]	[88.062667272465, 173.014913927535]	0.992074996156715	0.8847662275929674	1	524.8164021270604	49989	37834	0.07692307692307693	539.6506283235319	5668	5668	699	699	1	0.9728035664638547	361.616	0.992074996156715	0.992074996156715	0.9842127979993461	1
[5]	[[228.7368509755, 544.03069681135]]	[60.765390372465, 193.257009913525]	0.9239490055892562	0.8601059032868225	2	530.5015693109141	49989	37860	0.07692307692307693	1097.0674040966064	6736	6736	832	832	1	0.9154319617755013	287.87199999999996	0.9239490055892562	0.9239490055892562	0.8536817649293754	1
[5]	[[-31.531384385400003, 246.8729271491]]	[-25.369426306519998, 85.84712308739]	0.984048828595104	0.8724852730701312	3	494.2593718762914	49997	37889	0.07692307692307693	1482.7781156288743	5813	5813	720	720	1	0.9650210142239138	355.2	0.984048828595104	0.984048828595104	0.9683520970593964	1
[5]	[[-49.724426777000005, 210.6032391331]]	[-3.2625912848299983, 66.86961904367]	0.9858836372036995	0.8469594881507485	1	485.9605685397498	49997	37914	0.07692307692307693	485.9605685397498	4663	4936	579	613	1	0.9671590641479954	342.382	0.9858836372036995	0.9858836372036995	0.9719665461059959	1
[5]	[[-49.724426777000005, 294.47119538239997]]	[-29.93362321652, 85.84712308739]	0.8877732974604277	0.7610723227307319	2	520.866755503554	49997	37914	0.07692307692307693	1041.733511007108	6122	6972	760	865	1	0.8705748094613496	321.7333333333333	0.8877732974604277	0.8877732974604277	0.7881414276837609	1
[5]	[[239.20204698865, 529.7991199657499]]	[121.00245898889, 185.211401814975]	0.6343518867051445	0.4870052576398328	1	528.8432465448789	49965	38006	0.07692307692307693	545.9425727263731	3325	6379	416	798	1	0.6286213230772956	194.68800000000002	0.6343518867051445	0.6343518867051445	0.4024023161663765	1
[5]	[[-31.69200072435001, 294.47119538239997]]	[-15.507652434249998, 91.25908233082001]	0.9202089149764476	0.7983264683179832	1	520.866755503554	49997	38023	0.07692307692307693	520.866755503554	6413	6908	803	865	1	0.9005970434196626	339.93666666666667	0.9202089149764476	0.9202089149764476	0.8467844472021311	1
[5]	[[-31.69200072435001, 294.47119538239997]]	[-23.225487213960005, 85.84712308739]	0.8879448967715532	0.7611984759749806	2	520.866755503554	49997	38068	0.07692307692307693	1041.733511007108	6041	6878	760	865	1	0.8707446470559348	321.7333333333333	0.8879448967715532	0.8879448967715532	0.7884461397026442	1
[5]	[[269.66186273425, 494.2583172912]]	[66.567062980195, 189.215577593235]	0.9545405314052086	0.877189854557271	3	524.8164021272149	49989	38085	0.07692307692307693	1618.9518849713202	5497	5497	691	691	1	0.947981388759332	264.8833333333333	0.9545405314052086	0.9545405314052086	0.911147626095338	1
[5]	[[195.95593572375, 540.4210815333]]	[82.755837233335, 193.257009913525]	0.8161476264646214	0.7229000071539096	1	530.1918630053997	49989	38131	0.07692307692307693	548.0497859459371	6120	7384	773	933	1	0.8004267159372248	292.194	0.8161476264646214	0.8161476264646214	0.6660969481838351	1
[5]	[[228.7368509755, 544.03069681135]]	[44.14593605260999, 188.165376819805]	0.7599905966903293	0.847841034391591	1	530.5015693109141	49989	38131	0.07692307692307693	548.5337020483032	6586	6586	832	832	1	0.7552798472925896	205.78133333333335	0.7599905966903293	0.7599905966903293	0.5775857070577228	1
[5]	[[-25.34902738240001, 294.47119538239997]]	[-39.608660513525, 91.25908233082001]	0.9202492685099072	0.7983732297672523	2	520.866755503554	49997	38151	0.07692307692307693	1041.733511007108	6345	6835	803	865	1	0.9006507070626852	339.93666666666667	0.9202492685099072	0.9202492685099072	0.8468587161930192	1
[5]	[[235.89274697284998, 540.4210815333]]	[71.13512922947, 167.74748817053]	0.9651817602250484	0.8661301662882658	4	530.5013897533814	49989	38262	0.07692307692307693	2194.133685958634	6340	6340	810	810	1	0.9468602352057104	334.8	0.9651817602250484	0.9651817602250484	0.9315758302711229	1
[5]	[[208.59052680180002, 494.53545686575]]	[66.567062980195, 188.165376819805]	0.9463577448917376	0.8561802665393283	1	530.1775894864193	49989	38312	0.07692307692307693	548.0274835725302	6851	6851	879	879	1	0.9281754526530196	336.94999999999993	0.9463577448917376	0.9463577448917376	0.8955929813165752	1
[5]	[[228.7368509755, 544.03069681135]]	[60.765390372465, 170.43497342511998]	0.9240104442232567	0.8601515859782265	3	530.5015693109141	49989	38312	0.07692307692307693	1645.6011061449096	6482	6482	832	832	1	0.9154935916183617	287.87199999999996	0.9240104442232567	0.9240104442232567	0.8537953010336602	1
[5]	[[-25.34902738240001, 230.2632209491]]	[-47.366909300669995, 85.84712308739]	0.984223467910656	0.8785532048043326	1	486.4425313923551	49997	38331	0.07692307692307693	486.4425313923551	5263	5263	676	676	1	0.9678513242605296	333.4933333333333	0.984223467910656	0.984223467910656	0.968695834786078	1
