Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete	AccuracyComp	CoverDiff	IndFitness	Fitness	GlobalFitness	TotalFreq
[5]	[[250.32510564039998, 497.78226062365]]	[121.00245898889, 188.165376819805]	0.6691110521865427	0.5037035625883007	1	528.3989102274973	49965	11974	0.07692307692307693	545.2482972304645	10351	19220	408	758	1	0.6633662469295573	197.78133333333335	0.6691110521865427	0.6691110521865427	0.44770960015818223	1
[5]	[[32.19715451410002, 337.6772535824]]	[-35.610984730095, 113.39194969352499]	0.8789018323267643	0.8417454052208478	1	522.1858537418557	49997	11980	0.07692307692307693	522.1858537418557	23262	23262	918	918	1	0.8657422951200586	295.596	0.8789018323267643	0.8789018323267643	0.7724684308673437	1
[5]	[[302.89181237635, 497.78226062365]]	[60.765390372465, 161.76309435169]	0.8734186553368449	0.8172675027531464	3	506.81960765208134	49965	12246	0.07692307692307693	1534.5919108691312	14195	15075	564	599	1	0.8682939052114692	189.42533333333336	0.8734186553368449	0.8734186553368449	0.7628601474904223	1
[5]	[[239.20204698865, 529.7991199657499]]	[76.14589237633001, 161.76309435169]	0.9511928497710638	0.8281751621416167	2	528.8432465448789	49989	12862	0.07692307692307693	1091.8851454527462	18697	19759	755	798	1	0.9330169514286394	334.72	0.9511928497710638	0.9511928497710638	0.9047678374555975	1
[5]	[[-31.531384385400003, 188.3450187654]]	[-4.102314547390009, 67.77886389425001]	0.996589987871407	0.9025902831647337	1	485.6848226352737	49997	12870	0.07692307692307693	485.6848226352737	13373	13373	540	540	1	0.9835868663484841	328.32	0.996589987871407	0.996589987871407	0.9931916039255311	1
[5]	[[-31.69200072435001, 245.04839182715]]	[-29.93362321652, 85.84712308739]	0.984223662135826	0.8728980350697426	1	494.2593718762914	49997	14151	0.07692307692307693	494.2593718762914	17159	17159	718	718	1	0.9652188448488249	354.2133333333333	0.984223662135826	0.984223662135826	0.9686962171080566	1
[5]	[[228.7368509755, 497.78226062365]]	[76.14589237633001, 193.257009913525]	0.9870824152481288	0.8642845297101247	3	530.5015693109142	49989	14346	0.07692307692307693	1645.6011061449103	19582	19582	824	824	1	0.9526272189242333	366.4053333333333	0.9870824152481288	0.9870824152481288	0.9743316944920793	1
[5]	[[228.7368509755, 540.4210815333]]	[80.633390933335, 200.12912442367]	0.9535820422368095	0.8276935017033065	2	530.5015693109141	49989	14864	0.07692307692307693	1097.0674040966064	18556	19494	792	832	1	0.9322219599252837	352.70399999999995	0.9535820422368095	0.9535820422368095	0.9093187112765244	1
[5]	[[-49.724426777000005, 379.69880262099997]]	[6.5911567200499945, 129.89772818024]	0.5691512977829689	0.7775838829170556	1	517.359431601385	49997	15161	0.07692307692307693	519.4492895017313	24809	26205	1068	1128	1	0.42400384033887384	245.312	0.5691512977829689	0.5691512977829689	0.32393319976803775	1
[5]	[[269.66186273425, 494.2583172912]]	[88.062667272465, 185.211401814975]	0.9925004822432619	0.8861350717685482	1	524.8164021272149	49989	15252	0.07692307692307693	539.6506283237734	16010	16010	691	691	1	0.9733286767261299	357.4773333333333	0.9925004822432619	0.9925004822432619	0.9850572072531075	1
[5]	[[250.32510564039998, 529.7991199657499]]	[76.14589237633001, 193.257009913525]	0.9765129519503026	0.8726186447652722	3	528.3989102274966	49989	15474	0.07692307692307693	1635.7448916913904	17631	17631	766	766	1	0.9579289904505447	340.61466666666666	0.9765129519503026	0.9765129519503026	0.953577545326694	1
[5]	[[-31.531384385400003, 294.47119538239997]]	[-29.93362321652, 91.25908233082001]	0.9203694376377758	0.7985126050503617	2	520.866755503554	49997	15507	0.07692307692307693	1041.733511007108	18468	19894	803	865	1	0.900810512478158	339.93666666666667	0.9203694376377758	0.9203694376377758	0.8470799017376757	1
[5]	[[228.7368509755, 540.4210815333]]	[76.14589237633001, 193.257009913525]	0.9938568945022932	0.8632236898188502	1	530.5015693109141	49989	15542	0.07692307692307693	548.5337020483032	19114	19114	832	832	1	0.9519181826835006	369.9626666666667	0.9938568945022932	0.9938568945022932	0.9877515267497423	1
[5]	[[-49.724426777000005, 266.19930317275]]	[-23.225487213960005, 85.84712308739]	0.9780428829165402	0.8396826821765069	2	503.4833854205559	49997	15684	0.07692307692307693	1006.9667708411118	17385	17935	760	784	1	0.9465081033184382	362.7733333333333	0.9780428829165402	0.9780428829165402	0.9565678808236971	1
[5]	[[-25.34902738240001, 271.0976857631]]	[-39.608660513525, 91.25908233082001]	0.993521194569698	0.8611887371241493	1	503.58155152337065	49997	15821	0.07692307692307693	503.58155152337065	18120	18120	795	795	1	0.9545117781541456	369.41	0.993521194569698	0.993521194569698	0.9870843640591997	1
[5]	[[304.92552583425, 529.7991199657499]]	[76.14589237633001, 161.76309435169]	0.9375262052538349	0.8267950927168422	1	506.4676054250207	49965	15862	0.07692307692307693	510.9806334765948	12656	13632	556	599	1	0.9318817365954171	240.5266666666667	0.9375262052538349	0.9375262052538349	0.8789553855376557	1
[5, 10]	[[44.75942507900001, 210.6032391331], [0.6344435618800002, 3.8097617248399995]]	[-15.507652434249998, 66.86961904367]	0.9697616074738779	0.8391934439534043	1	489.48316135524806	49997	15931	0.15384615384615385	489.48316135524806	6902	7511	304	331	1	0.964203128333398	176.23399999999998	0.9697616074738779	0.9697616074738779	0.9404375753303196	1
[5]	[[-49.724426777000005, 337.6772535824]]	[-30.248505873960006, 113.39194969352499]	0.8728354205377561	0.8280848976443538	2	521.1734685207341	49997	16310	0.07692307692307693	1042.3469370414682	22681	22681	1010	1010	1	0.8339076526375502	325.2199999999999	0.8728354205377561	0.8728354205377561	0.7618416713453215	1
[5]	[[239.20204698865, 540.4210815333]]	[66.567062980195, 188.165376819805]	0.9492758049727497	0.8659085385296437	6	528.8432465448789	49989	16503	0.07692307692307693	3275.6554363582386	17825	17825	798	798	1	0.9379721054749524	305.9	0.9492758049727497	0.9492758049727497	0.9011245539066618	1
[5]	[[-31.531384385400003, 173.19282948435]]	[-3.2625912848299983, 85.84712308739]	0.978004885752894	0.8885108411866001	2	483.9385552792131	49997	16887	0.07692307692307693	967.8771105584262	10837	10837	491	491	1	0.9721502321159864	242.22666666666666	0.978004885752894	0.978004885752894	0.9564935565565312	1
[5]	[[250.32510564039998, 530.1678005596]]	[73.166640899035, 161.76309435169]	0.938300268399388	0.8298193183354983	1	528.3989102274966	49989	17108	0.07692307692307693	545.2482972304634	15863	16802	723	766	1	0.927172814221694	302.21066666666667	0.938300268399388	0.938300268399388	0.8804073936783635	1
[5]	[[318.1744376702, 540.4210815333]]	[66.567062980195, 170.43497342511998]	0.9455590394003173	0.8680607443110772	2	503.7415559074264	49965	17223	0.07692307692307693	1013.4423622107074	12013	12013	550	550	1	0.9399887678610357	210.83333333333331	0.9455590394003173	0.9455590394003173	0.8940818969916507	1
[5]	[[0.18603377285000988, 188.3450187654]]	[4.812231413334999, 67.77886389425001]	0.9738414949550741	0.8351905688063335	1	485.6848226352737	49997	17298	0.07692307692307693	485.6848226352737	10817	11774	496	540	1	0.96499342786549	300.15999999999997	0.9738414949550741	0.9738414949550741	0.9483672572963336	1
[5]	[[239.20204698865, 544.03069681135]]	[88.062667272465, 189.215577593235]	0.940666564131177	0.7989396802747318	2	528.8432465448789	49989	17363	0.07692307692307693	1091.8851454527462	15754	17364	724	798	1	0.9224954110674503	338.832	0.940666564131177	0.940666564131177	0.8848535848743537	1
[5]	[[269.66186273425, 497.78226062365]]	[73.166640899035, 161.76309435169]	0.9444662016421055	0.8403348778827984	2	524.8164021270604	49989	17621	0.07692307692307693	1079.3012566470638	14335	15092	664	699	1	0.9363239129473605	280.016	0.9444662016421055	0.9444662016421055	0.8920164060442662	1
[5]	[[-31.69200072435001, 230.2632209491]]	[-31.158311021964998, 67.77886389425001]	0.9493733817178097	0.7788026382304793	2	486.4425313923551	49997	17643	0.07692307692307693	972.8850627847102	12684	14575	588	676	1	0.9327065055138313	323.008	0.9493733817178097	0.9493733817178097	0.9013098179143101	1
[5]	[[195.95593572375, 540.4210815333]]	[76.73375524203001, 179.42117262367]	0.8576968571659166	0.7634027954288424	1	530.1918630053997	49989	17752	0.07692307692307693	548.0497859459371	17724	20062	824	933	1	0.8410649844261897	311.472	0.8576968571659166	0.8576968571659166	0.7356438987922908	1
[5]	[[-49.724426777000005, 383.26749673065]]	[4.641105349180002, 91.25908233082001]	0.44345346852606354	0.5795323711464444	1	515.2395411796944	49997	17822	0.07692307692307693	516.7994264746179	16301	24411	760	1138	1	0.3581310017950087	183.4133333333333	0.44345346852606354	0.44345346852606354	0.19665097874779644	1
[5]	[[-49.724426777000005, 246.8729271491]]	[-25.369426306519998, 85.84712308739]	0.9841217683788654	0.8726357048022021	1	494.2593718762914	49997	18093	0.07692307692307693	494.2593718762914	15318	15318	720	720	1	0.9650932051746953	355.2	0.9841217683788654	0.9841217683788654	0.9684956549971453	1
[5]	[[269.66186273425, 529.7991199657499]]	[88.062667272465, 188.165376819805]	0.9925580885745785	0.8833879242327668	1	524.8164021270503	49989	18144	0.07692307692307693	539.6506283235161	15009	15009	707	707	1	0.9722680473903692	365.75466666666665	0.9925580885745785	0.9925580885745785	0.9851715591948208	1
[5]	[[-49.724426777000005, 245.04839182715]]	[-47.366909300669995, 85.84712308739]	0.9842330132522299	0.8729173856415295	2	494.2593718762914	49997	18306	0.07692307692307693	988.5187437525828	15171	15171	718	718	1	0.9652280999624167	354.2133333333333	0.9842330132522299	0.9842330132522299	0.9687146243755641	1
[5]	[[360.74375721495, 529.7991199657499]]	[66.567062980195, 185.211401814975]	0.907768893832653	0.8350654802649179	1	500.60471070518395	49965	18316	0.07692307692307693	503.25588838147996	8846	8846	419	419	1	0.9025825394961237	160.61666666666667	0.907768893832653	0.907768893832653	0.8240443646101585	1
[5]	[[-31.69200072435001, 326.5271791368]]	[-35.610984730095, 98.15706513024]	0.8166771624763053	0.7542660852892559	1	521.1734685205325	49997	18330	0.07692307692307693	521.1734685205325	18265	20593	865	975	1	0.7919461637913972	302.75	0.8166771624763053	0.8166771624763053	0.6669615877103495	1
[5]	[[-49.724426777000005, 337.6772535824]]	[-23.225487213960005, 113.39194969352499]	0.8727539175646779	0.8279729419310009	3	521.1734685207341	49997	18364	0.07692307692307693	1563.5204055622023	21307	21307	1010	1010	1	0.833622801788738	325.2199999999999	0.8727539175646779	0.8727539175646779	0.7616994006244926	1
[5]	[[228.7368509755, 497.78226062365]]	[80.633390933335, 200.12912442367]	0.9514804839969475	0.8285709476000811	1	530.5015693109142	49989	18723	0.07692307692307693	548.5337020483034	16349	17182	784	824	1	0.9329446278016618	348.928	0.9514804839969475	0.9514804839969475	0.9053151114270654	1
[5]	[[195.95593572375, 540.4210815333]]	[76.14589237633001, 193.257009913525]	0.8644828223292855	0.770356095313093	2	530.1918630053997	49989	19051	0.07692307692307693	1096.0995718918741	17187	19248	833	933	1	0.847695799623655	314.874	0.8644828223292855	0.8644828223292855	0.747330550102407	1
[5]	[[-49.724426777000005, 271.0976857631]]	[-4.102314547390009, 91.25908233082001]	0.9935706535538767	0.8614693176522121	3	503.58155152337065	49997	19061	0.07692307692307693	1510.7446545701118	16397	16397	795	795	1	0.9546846360646307	369.41	0.9935706535538767	0.9935706535538767	0.9871826436034777	1
[5]	[[250.32510564039998, 540.4210815333]]	[88.062667272465, 173.014913927535]	0.9655944045031021	0.8323169545597999	2	528.3989102274966	49989	19102	0.07692307692307693	1090.4965944609269	14915	15779	724	766	1	0.9467792355141544	354.27733333333333	0.9655944045031021	0.9655944045031021	0.9323725540077004	1
[5]	[[176.56010229215002, 540.4210815333]]	[80.633390933335, 200.12912442367]	0.7122274934925892	0.6873283802248293	1	527.5231419903265	49989	19985	0.07692307692307693	543.8799093598852	15848	20050	792	1002	1	0.6972019440561611	262.94399999999996	0.7122274934925892	0.7122274934925892	0.5072680024867362	1
[5]	[[-49.724426777000005, 246.8729271491]]	[-4.102314547390009, 66.86961904367]	0.9017770491662706	0.7213296785988144	1	494.2593718762914	49997	20863	0.07692307692307693	494.2593718762914	11244	13982	579	720	1	0.8895349039234354	301.08	0.9017770491662706	0.9017770491662706	0.8132018464030263	1
[5]	[[5.145758948099996, 266.19930317275]]	[-35.610984730095, 89.99896029652]	0.9809582262826485	0.8652281931519177	3	503.48518810134675	49997	21011	0.07692307692307693	1510.4555643040403	14877	14877	770	770	1	0.9580715206709999	362.9266666666667	0.9809582262826485	0.9809582262826485	0.9622790417115998	1
[5]	[[321.0112320281, 494.2583172912]]	[121.00245898889, 185.211401814975]	0.9271479660505894	0.7166877787760491	1	502.7049099097949	49965	21320	0.07692307692307693	505.1014217340545	7646	9994	400	523	1	0.9210098099737528	254.95466666666667	0.9271479660505894	0.9271479660505894	0.8596033509517448	1
[5]	[[-49.724426777000005, 210.6032391331]]	[-4.102314547390009, 66.86961904367]	0.9859727444885147	0.8471985422175786	2	485.9605685397498	49997	21667	0.07692307692307693	971.9211370794995	10936	11578	579	613	1	0.9672472566169147	342.382	0.9859727444885147	0.9859727444885147	0.9721422528742139	1
[5]	[[-31.531384385400003, 230.2632209491]]	[-23.225487213960005, 67.77886389425001]	0.9492970814047837	0.7786584356504943	1	486.4425313923551	49997	22122	0.07692307692307693	486.4425313923551	10929	12557	588	676	1	0.9326143893504357	323.008	0.9492970814047837	0.9492970814047837	0.9011649487636406	1
[5]	[[-49.724426777000005, 337.6772535824]]	[-4.102314547390009, 98.15706513024]	0.7578988933994818	0.7281090137000337	2	521.1734685207341	49997	22349	0.07692307692307693	1042.3469370414682	15944	18620	865	1010	1	0.7232136945431287	282.5666666666667	0.7578988933994818	0.7578988933994818	0.574410732616159	1
[5]	[[269.66186273425, 529.7991199657499]]	[66.567062980195, 193.257009913525]	0.9521097945945852	0.8735337674019532	2	524.8164021270503	49989	22474	0.07692307692307693	1079.3012566470322	12979	12979	707	707	1	0.944886480299232	271.01666666666665	0.9521097945945852	0.9521097945945852	0.9065130609629433	1
[5]	[[269.66186273425, 497.78226062365]]	[88.062667272465, 188.165376819805]	0.9920232042051087	0.8846335303495554	2	524.8164021270604	49989	22542	0.07692307692307693	1079.3012566470638	12796	12796	699	699	1	0.9727523062319693	361.616	0.9920232042051087	0.9920232042051087	0.9841100376813708	1
[5, 10]	[[350.5278242667, 540.4210815333], [-0.4965463342, 2.5759372743599998]]	[60.765390372465, 200.12912442367]	0.8672753973450189	0.8289841153673158	1	500.9604825127945	49965	22664	0.15384615384615385	500.9604825127945	4205	4205	231	231	1	0.8638179334761115	79.92599999999999	0.8672753973450189	0.8672753973450189	0.7521666148399604	1
[5]	[[176.56010229215002, 540.4210815333]]	[66.567062980195, 170.43497342511998]	0.8291532323724641	0.7833638370124177	2	527.5231419903265	49989	23245	0.07692307692307693	1087.7598187197705	16499	17871	925	1002	1	0.8066349476911916	307.1	0.8291532323724641	0.8291532323724641	0.6874950827537054	1
[5]	[[239.20204698865, 544.03069681135]]	[66.567062980195, 189.215577593235]	0.9494913020011825	0.8661550684854575	2	528.8432465448789	49989	23269	0.07692307692307693	1091.8851454527462	14222	14222	798	798	1	0.9382057771238308	305.9	0.9494913020011825	0.9494913020011825	0.9015337325759007	1
[5]	[[195.95593572375, 544.03069681135]]	[48.858985513045, 179.42117262367]	0.8223472523935516	0.8443459060698587	3	530.1918630053997	49989	23410	0.07692307692307693	1644.1493578378113	16536	16536	933	933	1	0.8138631138688296	260.61799999999994	0.8223472523935516	0.8223472523935516	0.6762550035192236	1
[5]	[[-49.724426777000005, 245.04839182715]]	[4.812231413334999, 85.84712308739]	0.9625427554038115	0.8268836142500348	2	494.2593718762914	49997	23471	0.07692307692307693	988.5187437525828	11919	12696	674	718	1	0.944451980477031	331.2746666666667	0.9625427554038115	0.9625427554038115	0.9264885559803617	1
[5]	[[-31.531384385400003, 271.0976857631]]	[-47.366909300669995, 89.99896029652]	1.0	0.8594460291652536	1	503.58155152337065	49997	23484	0.07692307692307693	503.58155152337065	14017	14052	793	795	1	0.9546629434529632	372.71000000000004	1.0	1.0	1.0	1
[5]	[[250.32510564039998, 529.7991199657499]]	[80.633390933335, 193.257009913525]	0.9824045881123253	0.8735950196472065	2	528.3989102274966	49989	23598	0.07692307692307693	1090.4965944609269	13483	13483	766	766	1	0.9627604419484364	361.55199999999996	0.9824045881123253	0.9824045881123253	0.9651187747441476	1
[5]	[[-25.34902738240001, 294.47119538239997]]	[-15.507652434249998, 91.25908233082001]	0.9203086810225355	0.7984421147297625	1	520.866755503554	49997	23794	0.07692307692307693	520.866755503554	14023	15107	803	865	1	0.900729716051377	339.93666666666667	0.9203086810225355	0.9203086810225355	0.846968068365439	1
[5]	[[-49.724426777000005, 337.6772535824]]	[-39.608660513525, 98.15706513024]	0.75807643632836	0.7282477794105584	2	521.1734685207341	49997	23990	0.07692307692307693	1042.3469370414682	14994	17510	865	1010	1	0.7236211737410218	282.5666666666667	0.75807643632836	0.75807643632836	0.574679883316306	1
[5]	[[0.18603377285000988, 379.69880262099997]]	[-30.248505873960006, 89.99896029652]	0.47904563761136715	0.6056194212774657	1	517.359431601385	49997	24079	0.07692307692307693	519.4492895017313	13705	19496	793	1128	1	0.3921630805209972	196.6640000000001	0.47904563761136715	0.47904563761136715	0.2294847229144813	1
[5]	[[-31.69200072435001, 245.04839182715]]	[-23.225487213960005, 85.84712308739]	0.9843009164412566	0.873058008449378	1	494.2593718762914	49997	24131	0.07692307692307693	494.2593718762914	12389	12389	718	718	1	0.9652953060264347	354.2133333333333	0.9843009164412566	0.9843009164412566	0.9688482941070976	1
[5]	[[-49.724426777000005, 173.19282948435]]	[-39.608660513525, 68.66381071352501]	0.9933650694127436	0.9082672812186744	1	483.9385552792131	49997	24251	0.07692307692307693	483.9385552792131	8430	8430	491	491	1	0.9847459838253928	295.90933333333334	0.9933650694127436	0.9933650694127436	0.9867741611293849	1
[5]	[[269.66186273425, 494.53545686575]]	[73.166640899035, 188.165376819805]	0.9680160379401647	0.8815513175316074	1	524.8164021272149	49989	24342	0.07692307692307693	539.6506283237734	11837	11837	692	692	1	0.9594718235768039	292.024	0.9680160379401647	0.9680160379401647	0.9370550497093744	1
[5]	[[-31.531384385400003, 210.6032391331]]	[-4.102314547390009, 67.77886389425001]	0.9897294084725179	0.8587053123707273	2	485.9605685397498	49997	24529	0.07692307692307693	971.9211370794995	9984	10409	588	613	1	0.9708316269168689	347.70399999999995	0.9897294084725179	0.9897294084725179	0.9795643019953602	1
[5]	[[-49.724426777000005, 245.04839182715]]	[-25.369426306519998, 85.84712308739]	0.9843027782054014	0.8730618667238135	2	494.2593718762914	49997	24700	0.07692307692307693	988.5187437525828	12107	12107	718	718	1	0.9652971486768622	354.2133333333333	0.9843027782054014	0.9843027782054014	0.9688519591828715	1
[5]	[[228.7368509755, 494.53545686575]]	[88.062667272465, 173.014913927535]	0.9080450981376361	0.7663468878344306	2	530.5015693109151	49989	25064	0.07692307692307693	1097.0674040966096	11788	13581	709	817	1	0.890816188986382	314.6613333333333	0.9080450981376361	0.9080450981376361	0.8245459002517892	1
